session_id,session_length
00f7ad64-baf0-41b2-a516-a3da294e94d4,0 days 00:37:32
00f969ad-e095-4177-a852-0a0bff1db6cc,0 days 00:24:22
00fc0019-4f01-4dc2-b9fe-8c739a4d0ef3,0 days 00:41:18
00ff0eaf-d45e-4950-998d-822a66605fd4,0 days 00:42:40
010124a2-043e-490a-93ee-361bbe1df8f8,0 days 00:28:00
0102caba-14ef-47a9-a6bb-ce147256a88d,0 days 00:19:00
0103f597-8861-418b-b82d-9da3633f0b20,0 days 00:09:48
010c2aef-8ea1-46d0-af69-43a861234a89,0 days 00:03:22
010f3499-0232-4f4e-ae89-e855b2df1f5a,0 days 00:10:37
01185a85-b259-4cc4-86de-6dddac66ce25,0 days 00:08:58
011aa06f-55d3-4d3c-8dea-20a8c44d6144,0 days 00:07:00
011ad519-68ae-4a8a-8891-dec05d0b9221,0 days 00:56:47
011d060a-c7ab-4c56-bf55-9a8dc8710d1b,0 days 00:57:50
011eadb0-3d2f-413c-8f5b-6bf275c2d07b,0 days 00:58:51
01225953-b3d7-4848-b030-6ae83a60a8fb,0 days 00:00:33
01238c46-ac55-45a5-8d46-b7bb15979ae7,0 days 00:03:43
0126479d-39d8-4fca-a184-5439747601ce,0 days 00:21:11
0126bd16-c808-4306-8641-aee4751becdc,0 days 00:08:16
0126d53e-2485-4463-8118-98c39c5019cb,0 days 00:29:17
012d80bb-6c7f-49eb-bb6b-3b9094cd1c86,0 days 00:00:00
012f0b5b-8edb-459c-b824-b712c3dc2493,0 days 00:39:15.645341
013074ff-eef4-4ada-b13d-e9895cd89dd6,0 days 00:35:04
0130f178-d8fd-4483-97be-19ce28cbd045,0 days 00:06:53
01318032-cafd-4767-a82f-f9717bd38f07,0 days 00:13:01
01349951-0b7f-424d-bdd0-58114156d394,0 days 00:00:00
013d304e-95f5-4980-afc3-1fad3a16d5f3,0 days 00:28:05
013f3752-ca5e-4a74-956b-be40f39300ec,0 days 00:29:36.609206
01403096-35a4-4127-87b8-c8ce42772986,0 days 00:21:19
01413aea-cd95-43ad-b61f-00c27ad1f3eb,0 days 00:11:37
014220dc-3bc8-4881-8b8b-c2e7929495ca,0 days 00:40:36
0149df25-bbd2-4518-8051-7b8134da9c6a,0 days 00:12:14
014f4f32-a21e-45aa-9e7b-0f4ca890ef15,0 days 00:03:16
0150338b-c3d0-407e-a1be-2ee0b4f9f858,0 days 00:00:00
01521626-4978-4451-ae13-93602428bb02,0 days 00:00:00
015537af-af6d-40a4-9301-80710e4a5d75,0 days 00:47:49
015a5071-538d-44a5-9fc5-15c34b18c382,0 days 00:40:18.042868
015d943f-9fa8-4ecd-b832-20fee8c9ed42,0 days 00:00:00
0164fab6-8115-438d-bafe-85da378bb013,0 days 00:00:00
016bb414-99ec-4574-ac6b-0dc4531cebbd,0 days 00:05:08
016cd31d-0231-457a-b3a8-61898ec3bc35,0 days 00:17:04
01703454-295f-4650-b411-72516618f048,0 days 00:38:09.265204
0170bad0-b0e7-4fbd-83da-5199ab411b58,0 days 00:04:46
017106e3-8be9-44cf-80c2-88c8752cd9cd,0 days 00:05:34
0174c7c4-3274-44db-9f31-7aeb93d8c877,0 days 00:28:52
0176f528-1331-4ed9-9150-b65222f2c11f,0 days 00:45:58.160010
01789a10-ff51-445c-b6c8-674bb77628c5,0 days 00:00:05
01798fa3-e2a5-4f09-99ae-d5b7a0e47d41,0 days 00:21:50
017a2cc8-9088-41f3-bd67-7ecdfea666d0,0 days 00:08:40.483196
017dced5-572b-4424-ac2e-6fed55d628ca,0 days 00:31:06
01872412-a570-4ff0-b598-c21f73b15249,0 days 00:53:08
0187839a-6054-493e-9b93-3fcd0c14940d,0 days 00:24:44.774449
018d2dc8-74c5-45df-b3f9-07ff6451fa5c,0 days 00:09:19
018ef9d7-c80f-4801-92f0-59bc2bea9f3c,0 days 00:01:40
0195a83a-b2db-45cd-8d7c-69f8e5c17c3a,0 days 00:08:54
0195c8de-2717-43a4-8e22-9056f1cb1e9f,0 days 00:00:00
01a119a4-daa5-4dc0-8d23-93a691f8d5e3,0 days 00:06:08
01a35a70-cc62-45f7-8f95-261cbec431a4,0 days 00:00:00
01a68fee-842c-41d7-bcc8-65b5f5223f74,0 days 00:37:21
01b3ac0d-27a8-43ed-bdd6-facbbc08b8ae,0 days 00:15:30
01b468a7-ae54-4a78-af85-dbb7cdac0103,0 days 00:18:54
01b69dfa-e9ca-4d30-a1db-df6d9ccaaacf,0 days 00:10:17
01beb414-309c-4c72-995d-a043fee6e443,0 days 00:00:13
01bf0d3f-7ee5-4ccb-a20f-d804c9383258,0 days 00:45:48
01c2c953-e10e-411c-9011-69e77fa20d76,0 days 00:03:45
01c415eb-8472-4cfd-97da-cb451d45e9df,0 days 00:00:27
01c908b0-f075-483a-993d-398c068caf90,0 days 00:52:37
01d2a9cf-2054-4351-bf5a-92fba9f43a4e,0 days 00:37:04
01d5257e-c98f-4ec7-a63f-b996f023af18,0 days 00:41:19
01da45e2-45a8-431a-a5fb-c90b0f0c750d,0 days 00:21:52
01e16da6-6094-4896-b78c-a4ef1907c6a3,0 days 00:55:25
01e193ae-7e0e-44c3-9651-783ad25e16a8,0 days 00:59:03
01e1a372-bac8-4ce6-ac60-9d4dd2aeec10,0 days 00:55:25.059495
01e4ebe8-9fa2-4974-aeb0-9b49bfc64e30,0 days 00:00:00
01e5dfd1-fa10-4339-9396-885d31f1eac5,0 days 00:23:53
01e72a8e-a3db-4472-b6ed-2368b78f0580,0 days 00:34:09
01eb3154-ff85-440d-9f03-9cef28829e20,0 days 00:41:00
01ecfa30-1ec7-45d9-9cea-f43306720320,0 days 00:27:45
01ee8c2d-5872-4124-9161-96e03787858f,0 days 00:00:00
01f08ea4-0f98-484a-90ab-0fc7b4903323,0 days 00:19:37.548195
01f0e57b-27d7-44ed-b18d-0896bc56d620,0 days 00:00:00
01f56c26-80c6-47ee-8557-3758226d0d94,0 days 00:01:14
01f66311-6415-40b1-b4b2-33d7d3aa75ae,0 days 00:00:50.104561
01fefc0a-2529-4988-93e4-1eeac17a62d1,0 days 00:14:50
0203fbca-ca79-4b5c-9cd8-228fcf0bdb82,0 days 00:00:00
02044e94-3f24-4519-916f-82141e84c49f,0 days 00:46:15
02050858-8f69-4b98-9896-db13ad92acc3,0 days 00:55:53
02081b90-b320-4370-8eb6-e7079afeb8f9,0 days 00:01:38
0209e690-b60b-49ec-8b9c-4957927bfeec,0 days 00:39:15.964357
0210636b-2e79-4ec7-a178-c6cb106a6d52,0 days 00:00:13
0211136a-a3c0-461c-a4ed-0b3ac68e441e,0 days 00:31:12
02138c47-fe7d-4fa1-9b39-c2662727511c,0 days 00:25:40
0217043d-5a09-47e3-8921-76ad1fe3ff5e,0 days 00:31:34.721172
021863d4-1a4b-4740-aa99-bac6bdd1b13c,0 days 00:22:49.467947
02193bee-7b93-479f-b1c4-fdfe8cf57ca4,0 days 00:03:41.511967
022616c8-d3ec-410d-9b8c-49161e86983c,0 days 00:51:46
0227ac7a-65e7-475f-8bd1-80238f154c6f,0 days 00:35:48
0232fb01-29e4-4be0-9b49-b184a2544230,0 days 00:48:08
0233b7cc-7209-40b3-b18e-39da8d48e0a3,0 days 00:00:57
0236e013-9894-4b7a-b9bd-dcde60f90431,0 days 00:52:53
0239b5eb-fba9-424e-99b8-967230a1cef4,0 days 00:00:00
02437fec-74b1-46cc-b8b5-b652d7bbce10,0 days 00:47:03
0246f1bb-ebd2-4126-965f-a3abc6a6f59e,0 days 00:00:00
024a95c3-c21b-4222-9c1f-1b6e28e25470,0 days 00:00:56
024ca0fb-29fe-43d9-bb1e-64aa1374bec3,0 days 00:12:18.192982
024dac50-8ef5-4d51-9e26-955b9f2503fb,0 days 00:01:11
0250ccf4-0c19-4d88-833a-3e162917d4eb,0 days 00:59:32
0250d043-f044-4dcf-858d-8432a3b955ff,0 days 00:48:02.391052
0250dadd-474d-40a4-b2de-3b3040ec343d,0 days 00:39:42
02518562-a104-4e4e-b3fa-9cd6c5df5f57,0 days 00:11:51.545153
0251a6ca-ce13-4555-b3fe-4ded6732c2bb,0 days 00:22:01
0254f26e-7c95-4651-9102-2559e05a0d36,0 days 00:00:00
025c4f11-fe44-462b-8599-0a910bdbea2d,0 days 00:04:52
025f1555-86bd-433b-83cb-cb61d5eb890e,0 days 00:02:13.147740
02625ac0-45b7-40ed-bc3b-556021c694b3,0 days 00:57:38.031622
02648db7-95de-427a-a05b-448f1ff4d578,0 days 00:00:00
026a5f76-89fb-44ba-a13a-9fb82eb442f5,0 days 00:26:37
026f0cd5-989f-4a99-b342-7acb6a4b9da2,0 days 00:14:53.511123
0270bce1-5c1a-4e60-ac59-85365f0088bb,0 days 00:18:17.987656
02723850-4bd2-4e27-9e9e-9f651cb370d3,0 days 00:53:29
02766257-ddac-4784-8aed-b5221d89459c,0 days 00:02:03
0278447c-153a-4c52-b973-4f99d79224a4,0 days 00:00:00
027ac2e5-4514-4d45-bb8f-8813b6257ebc,0 days 00:22:52
02809bd0-d71c-404d-a859-0332323d29f6,0 days 00:08:12
0284ea8e-6630-4dea-822d-a01845f48c40,0 days 00:00:00
028b07f8-40ae-4fea-b3be-adfff3a08ff0,0 days 00:41:10.498856
028c43d5-25c8-4c49-8ab8-0e74be8f9d12,0 days 00:17:27.300014
028c69a8-b444-4137-b4fd-4103412732b9,0 days 00:37:46
028dc514-3496-4e0e-80f9-f094d38422c9,0 days 00:21:00.101672
028fc1cc-3e49-456e-85f4-a221de2bd422,0 days 00:52:58.130770
02951740-5610-4f20-ae9f-94912c436698,0 days 00:25:31
029c1de7-5f73-48f5-b90a-48a6be6021a0,0 days 00:00:00
029d6544-795a-43f4-9192-5a92a714dd9d,0 days 00:50:06
02a7d7f0-85f6-4a49-83f1-1132099de196,0 days 00:07:12.598284
02aa24c7-848f-48a3-9415-d28e5aa26a12,0 days 00:58:30
02ae27d0-02bd-4664-a46c-7adf012ea526,0 days 00:27:48.269452
02befabd-bb65-41eb-a1e4-9cb7980e6ae4,0 days 00:12:59
02bf0492-cb8a-4e38-bc78-21d9eca2de49,0 days 00:54:39
02c379ad-0908-486b-83ea-efe0baf07ea9,0 days 00:35:20
02c79552-df96-468e-93a9-707b83d417c0,0 days 00:10:53
02cd2e47-ccc2-42d7-ae61-0a10e7a796c2,0 days 00:13:32.021997
02cfe36c-bb82-47b5-8a3f-6e718cc80d5e,0 days 00:25:32
02d898ed-a6fe-4d32-9f15-9fa0f83ac85f,0 days 00:06:46
02e35407-4c4c-4cd5-8751-d77344d43c87,0 days 00:57:24.167968
02e83938-9adb-43c3-8d23-ba00682ad063,0 days 00:42:30
02ef86c7-0db6-4101-a124-b81fb9b76349,0 days 00:00:08
02fe9408-7b86-4f5a-b6c8-8d71e10b7240,0 days 00:00:25
02ffb00b-ca76-4e55-ab75-a1d656b6438a,0 days 00:11:30
0302f863-a1a8-4b78-9baf-26ed78c1bd6e,0 days 00:05:43
030f8e84-377f-4ac8-b439-7353a169879c,0 days 00:37:32
030fc387-c2fc-47f9-80b2-14fc98da3bfe,0 days 00:42:03
0312c237-3e7d-486c-880b-b69247b31d82,0 days 00:24:48
031c6841-ee1b-47d4-9212-bd36505d71ce,0 days 00:34:34
031defdf-119e-4352-8db7-e1af70af90e4,0 days 00:01:35
03234894-d1f7-4790-b50a-b1f2bd909aaa,0 days 00:58:11
03253b46-c571-4579-948a-545dc100b6ca,0 days 00:12:03
0328f0d7-8db7-4d73-af4b-b8a656f5796b,0 days 00:18:29
03294e5c-22c6-4d7d-a3cc-10b33403567c,0 days 00:00:00
0329828e-0ae3-4826-9aba-f0b846c2368d,0 days 00:09:56
0329a86b-a4b5-4bf2-b43a-9bd7e027231b,0 days 00:16:41.100285
032abb84-397f-4b5a-806d-e5cceda832bd,0 days 00:50:03
0330b5c7-3c97-43e8-a81a-e357c8577dd6,0 days 00:03:19
0334555f-638d-45f5-a249-3122b14f86ab,0 days 00:11:00
03374822-e9f4-42be-82e7-dc2c8e0ed96a,0 days 00:52:36.420727
033999b4-2ba6-4c26-a1f5-b3a6312050cb,0 days 00:00:00
033a1836-5d9c-4205-a774-229d61232e57,0 days 00:00:00
033d45c8-98c2-4bfa-8770-91534cf4918f,0 days 00:27:16
033f4386-4749-4dcc-9d1d-5eb611c391a8,0 days 00:23:17
034184aa-ac99-416d-ba9b-30e45ee0caa6,0 days 00:50:10
0342e5aa-65e8-40ac-854e-7887e954a6c8,0 days 00:22:02
03490ade-5c1f-4986-a15b-68df76ca6030,0 days 00:07:11
034eda8b-1b0b-4192-a6fd-239b1a851172,0 days 00:07:07
034fad7e-d096-4783-aa36-b4fc174be43c,0 days 00:53:22
03523d2b-b0d4-4101-8132-04577eaa1756,0 days 00:39:14
035765ab-499a-460b-9771-370d0ae045d0,0 days 00:00:00
035aaf35-5cbb-465b-9b70-05fb88e90f8f,0 days 00:18:40
035cd86d-fede-4b7c-8c74-edd4a168df77,0 days 00:29:08
035d310b-3a20-484d-bc9c-f7d6e1611121,0 days 00:17:02.761787
0360d348-53e8-4f95-9a9b-a88031c30afb,0 days 00:56:34.073771
0365c594-dbe4-4773-bf55-95e4d7a8916b,0 days 00:30:25
036854a0-9c4c-440e-ba03-7bf8a3a5b748,0 days 00:30:27.644842
036afd9e-cef9-4810-a32b-ef53db86dc93,0 days 00:18:56.244325
036c56f6-f032-4480-b8ee-2d1ac85a0477,0 days 00:50:07.231758
036c8b24-1acb-4a6a-b8cc-d81dcbcabe13,0 days 00:58:08.782141
037668b2-225f-464f-8013-71dade0d8aaf,0 days 00:16:43
037ca474-5bc7-47a5-b811-a3cb927c9033,0 days 00:55:07.979699
037e81cc-f234-4e92-946e-0d540fe6c160,0 days 00:07:09
03872202-7375-488d-b6c0-e64060f27899,0 days 00:26:26
03875cff-f6c6-47e9-8d0c-16437c5f914a,0 days 00:32:39.869356
03883bee-ed29-4093-9da4-296243c21d71,0 days 00:20:57.315384
038846c5-8ba4-44d1-8dd3-dc13f7b69973,0 days 00:18:29
03887e58-721e-4bc5-babe-12233ac47574,0 days 00:00:02
038f6648-db56-43ca-91dc-180c2a0d1cef,0 days 00:53:33.341609
0390fe58-09d3-4cde-a72c-968bb7337f2a,0 days 00:32:47
039454af-f465-4b06-8bcc-3f4331c9f9bb,0 days 00:47:43
0394bffa-0a9f-42f0-a396-7d5e685164be,0 days 00:15:00
039b5afe-0a5a-4e0f-8f5a-4ec20c008408,0 days 00:00:39.993057
039e54ba-1819-4244-adb5-46d12139e6a1,0 days 00:00:00
03a0cb7b-5014-4c9c-9f3d-7f6a9696aae0,0 days 00:00:00
03a658d2-9559-4f5b-9cb4-41a674d87bec,0 days 00:10:07.698105
03aaf225-2aeb-4e9a-9f8b-3d39ed629453,0 days 00:32:38
03ade318-5730-4a2d-8f85-703e20f0608e,0 days 00:11:18
03b38de0-7b19-41ee-93f7-78634d76a869,0 days 00:45:23
03bd577e-426e-4d82-b37c-7a7465487611,0 days 00:09:34.693504
03c3bc78-1e37-430c-b678-fae97a44c87e,0 days 00:02:02
03c8fa07-831c-43bf-aea0-22729c980072,0 days 00:20:46
03cbd6dd-579b-4963-bfdc-d5b1f1100cc7,0 days 00:25:32.128356
03cc7065-82a1-4c12-9193-8ef76de78d18,0 days 00:14:17
03d5a93a-a097-4176-9f51-ef93a400927a,0 days 00:43:47
03d8583c-cf5b-4995-866b-2e16ce33ae50,0 days 00:35:41
03da1568-2802-456f-91d4-29d0e88692ff,0 days 00:17:35
03dc01fb-8f7b-4fa5-bf6c-672c8b7fec7f,0 days 00:04:37
03dc83a6-9896-49dd-a205-71d8323f69c3,0 days 00:59:51
03de4cb0-bbd3-4422-8b4b-7453e902bfe1,0 days 00:26:04
03e028e3-f70b-475c-8a29-d758218d12df,0 days 00:06:36.538781
03e5160f-cb4f-4525-a92c-8b047562e2a6,0 days 00:00:40
03e5535d-f51e-43ef-b40b-ae086e56ab49,0 days 00:13:47
03e72eba-da9b-4096-b512-336657bdf86e,0 days 00:53:32.523912
03e7a44c-6322-47a0-bd02-3b1477fe2ae5,0 days 00:28:03.608829
03e910ba-0ba1-4baa-9d63-e312fd001a96,0 days 00:21:31
03ec6149-baaf-415b-83ce-b38c903a5877,0 days 00:41:18
03ee8655-60ae-4a04-b457-d2ff766fee50,0 days 00:00:00
03f191b6-1f4a-4870-bcd6-582120475b62,0 days 00:58:59
03f1bd05-6810-445e-9c65-56bf629c72d2,0 days 00:26:49
03f43112-e728-409e-806f-312684ee4af7,0 days 00:26:46
03f6744c-dc27-4493-b6ab-8f028dc30632,0 days 00:00:00
03f6dc61-9c52-480b-8a8d-90fb82c2767a,0 days 00:14:40
03f7baf3-b1ad-466d-98f1-be873f5341c5,0 days 00:34:01.737323
040bcfd0-f070-4c9c-86fc-ac1f03655551,0 days 00:13:29
0412074a-3bc2-458f-bbde-db4c78e55826,0 days 00:17:13
0412167a-5b8e-4dd2-820f-a1affd49a225,0 days 00:17:58
041937b7-d6b1-467e-9521-6962f5e851a9,0 days 00:57:48.352746
041b41f5-cec6-4744-9574-fef258a0db10,0 days 00:00:00
041b7387-f9b8-408d-b0ba-9c00d51d227e,0 days 00:21:34
041c0077-fd56-43a8-8ff4-6dc4dde6ad7c,0 days 00:58:36
041db0c2-66bf-4919-b733-36b235b0ad10,0 days 00:26:03.409836
041db20e-e7ac-4200-8117-73c13305cd68,0 days 00:09:57
0420684a-2bcd-4f7b-8249-1b9c8c396799,0 days 00:34:57
0427b59d-a1ac-4adb-84d9-1755ab4d5a96,0 days 00:44:53
042ed029-c892-4118-a703-2876d35513fd,0 days 00:44:28
04311cac-1582-4344-9aa3-00102233d85a,0 days 00:00:00
0431cba9-42d1-46de-a043-32de479e01f8,0 days 00:00:00
043611fb-34b4-427f-90b5-4dbd4ce4497c,0 days 00:08:15
04367212-ec23-4464-a84c-2e0a0311ba81,0 days 00:30:27
043a5dc9-5459-4085-8944-cd2ec24a656b,0 days 00:57:56
043ab6de-c901-4856-b77a-78d6dce190da,0 days 00:25:17
043b7f83-81c0-4b78-834e-dff9c3b9e4eb,0 days 00:17:22
0447899b-3f90-43e6-a426-e699b9939b74,0 days 00:04:01.252813
044e87a8-3451-43f7-8d92-6d59c5752fdc,0 days 00:29:19
0450b240-0d85-4970-be7a-33e304632643,0 days 00:16:09.459748
045413a6-8cff-4085-a30e-b1098b794439,0 days 00:30:30
04554266-16b8-4734-aa56-c21676d0578a,0 days 00:22:45
04559be6-f3df-4a19-8794-33e5f96bff17,0 days 00:00:00
0455e1e0-e168-447d-8502-9532e60793db,0 days 00:18:21
0456aa7a-ca0d-4801-8a7f-39d1a77852fa,0 days 00:14:13
04595c13-c2d5-48e2-8469-2a54697a6bd7,0 days 00:10:52.030432
045b04ec-041b-460d-b48e-5bde9ab6755c,0 days 00:12:37
045cea6c-9c40-47ef-9e42-7ab3cc73390d,0 days 00:20:27
0461bcbb-3d74-4698-9e35-0620fd8cc2b1,0 days 00:00:00
04623b77-88d2-4a65-aaef-76c9a09e4c10,0 days 00:43:43.251499
0462ee26-b7ea-41c8-837c-9c7189d12609,0 days 00:27:15.116873
046f3cb6-b457-4797-a78f-11f779efff53,0 days 00:12:30
046f8cad-1343-4845-90d2-6bbe39c29385,0 days 00:00:01
0474285d-0366-4acc-aac9-d489bdf917f8,0 days 00:57:44
047c1c5d-a8c3-450e-81eb-d2c3d0c15bf6,0 days 00:00:00
0480af17-b1e1-4065-b532-f4b085c43e77,0 days 00:07:09
0482d5b6-7869-427a-9cb7-b17791a48815,0 days 00:22:31
0483114f-825d-4dfb-bc63-a5d116481101,0 days 00:00:00
048628a6-0256-47ac-b10e-9d90d7c92849,0 days 00:35:33
0486afd3-b114-4627-bfeb-8f945119f2a0,0 days 00:22:20
0487f609-02e9-4c48-98e0-4cfdce1e5419,0 days 00:00:45
048abad0-6403-4d50-8327-52e178e13fe2,0 days 00:18:46.703830
048ac1e2-b11a-498e-be7a-ee12b86bcfb7,0 days 00:20:52
048d30e0-8ea9-4112-9306-762023cbb080,0 days 00:17:25.095643
048ef002-8372-45ff-b617-1598d46fef15,0 days 00:54:52.573313
048fa451-0b4d-4782-be3f-0e6228e64aa4,0 days 00:00:00
0492803c-9a42-445d-9d9b-6f3a5c813c44,0 days 00:00:00
04967dc3-d743-42b6-b4d6-dd4256c4a83f,0 days 00:22:09
04997faf-2bcd-4cdc-8d59-42c7983e2aa3,0 days 00:15:14
04a1a596-1bca-4545-880b-3448695d83af,0 days 00:19:34.288860
04a1bb24-9cc4-4631-998d-70745ff2b182,0 days 00:50:25
04a35719-1ef0-4463-a3e2-5252fbabf263,0 days 00:18:40
04a767f4-c211-46df-a1ef-53ee4021afae,0 days 00:51:46
04acd50e-429f-48e0-bcb1-c7d4f5bb0b78,0 days 00:43:53
04ad422f-c574-4e18-a7d7-27bbfcd6feca,0 days 00:33:12
04aff8bc-87ae-497f-b0e7-1b0a40913230,0 days 00:19:40
04b010d3-171e-4413-b825-37a6486d5557,0 days 00:37:26.553072
04b4d2b1-c630-407d-acef-b8e8623b97d9,0 days 00:23:11
04b743ff-08ba-4c22-b2f5-cee10513cd9e,0 days 00:47:09
04be1629-d430-4584-8679-62f36312812c,0 days 00:38:17
04c1a936-8e50-4c97-a3e3-a6ca92408f59,0 days 00:37:05.954334
04c6de02-87db-4c91-83f4-e3917cd62f9b,0 days 00:00:06
04c877c8-531c-45e3-821c-76d5ef54a5e7,0 days 00:00:00
04cb4a0e-1afc-4a8e-b5c7-d8795d78333c,0 days 00:13:08.625221
04cc131b-5ae2-41c2-bdeb-588c878a42de,0 days 00:35:10
04cda367-1448-4e8d-bbe9-5121836f5fbd,0 days 00:30:45.426852
04d5d090-90e0-40bf-b48b-030da98f5d19,0 days 00:55:32
04dfb938-7c30-4fd6-b880-c86f8500e5bd,0 days 00:59:30.531230
